346,2010-10-21,2013-01-28
237,2012-01-21,2012-11-30
983,2010-08-27,2013-03-11
548,2013-05-24,2015-05-20
556,2012-11-29,2013-09-15
840,2014-05-06,2014-07-15
890,2011-07-26,2014-02-25
715,2014-03-10,2014-12-05
981,2014-10-31,2015-05-21
319,2011-11-13,2014-01-12
753,2012-10-13,2013-04-02
410,2012-02-23,2014-02-03
649,2013-06-28,2013-07-15
508,2013-04-16,2015-02-16
507,2011-09-06,2013-04-07
35,2013-01-25,2014-01-22
345,2013-03-12,2014-10-05
225,2014-05-31,2014-06-24
890,2011-08-17,2013-06-15
109,2014-06-15,2014-07-01
617,2013-03-17,2013-10-05
753,2013-12-23,2015-04-27
113,2011-12-22,2013-07-05
890,2012-03-05,2014-01-28
726,2013-06-13,2013-10-11
616,2012-02-20,2014-06-09
979,2011-12-17,2013-05-03
283,2011-12-10,2012-10-22
69,2013-09-02,2014-02-07
31,2013-10-19,2014-07-26
648,2014-05-19,2015-04-20
718,2014-06-27,2014-09-19
560,2010-11-06,2013-07-26
7,2011-09-11,2013-01-16
959,2011-11-30,2013-06-04
813,2012-12-07,2015-05-21
301,2012-12-03,2013-04-17
235,2010-06-11,2013-01-30
538,2010-09-27,2013-02-14
418,2012-09-13,2013-07-04
753,2013-03-30,2014-11-14
459,2014-09-02,2015-02-17
353,2013-09-19,2015-02-17
407,2010-10-26,2013-02-14
478,2010-11-21,2013-07-05
39,2012-03-22,2014-03-18
311,2011-08-13,2013-03-26
497,2012-12-29,2015-03-08
76,2012-12-14,2014-08-29
842,2013-07-28,2014-12-13
977,2013-12-18,2014-10-27
864,2011-03-02,2013-08-18
725,2014-01-09,2014-04-11
86,2012-02-14,2013-03-12
94,2014-01-24,2015-03-15
925,2014-01-16,2014-02-16
454,2011-12-01,2014-03-17
616,2013-11-13,2014-10-02
385,2014-03-14,2015-01-15
314,2013-04-21,2013-10-06
642,2014-07-12,2014-12-21
943,2012-10-03,2014-01-25
491,2012-03-06,2014-02-10
847,2012-02-23,2013-02-13
585,2012-10-30,2012-12-01
791,2013-06-18,2015-03-03
638,2013-06-21,2014-07-11
757,2012-07-25,2014-04-02
420,2011-10-09,2014-06-27
224,2012-10-23,2015-02-02
629,2013-12-19,2015-04-18
2,2011-12-07,2013-04-18
261,2014-08-05,2015-02-10
804,2011-12-26,2013-08-30
574,2012-10-07,2015-05-31
912,2012-07-06,2014-06-14
787,2014-08-29,2014-10-16
55,2011-12-26,2012-12-19
654,2013-07-21,2014-05-28
321,2014-01-20,2015-02-05
395,2013-12-21,2014-01-24
5,2010-11-14,2013-07-23
944,2012-12-10,2012-12-29
955,2012-02-01,2014-04-15
545,2012-01-01,2013-02-15
288,2013-09-21,2014-11-02
711,2014-12-14,2014-12-21
260,2014-03-22,2015-03-20
972,2012-04-02,2013-10-14
755,2014-06-29,2015-04-06
266,2013-03-06,2013-07-12
974,2010-04-20,2012-12-23
43,2011-10-07,2014-06-29
960,2013-12-21,2014-05-05
580,2011-09-07,2012-12-25
348,2013-06-16,2014-07-27
305,2013-03-14,2013-04-14
157,2013-05-10,2013-12-30
721,2012-04-20,2014-03-10
379,2013-12-16,2014-12-03
214,2014-03-05,2015-03-03
156,2015-02-13,2015-06-03
533,2012-05-17,2013-10-07
438,2013-06-15,2014-01-12
713,2012-05-19,2013-03-24
745,2013-07-03,2014-07-13
691,2010-11-17,2013-02-09
809,2011-10-09,2012-11-15
991,2012-07-30,2013-08-25
732,2014-01-25,2014-09-20
337,2011-04-11,2012-10-20
427,2013-06-14,2014-02-24
561,2013-09-29,2015-05-22
722,2011-10-07,2014-01-01
278,2013-04-14,2013-08-27
828,2011-02-01,2012-12-21
275,2013-03-30,2015-01-07
339,2013-05-07,2013-09-28
947,2012-05-09,2014-04-11
154,2010-08-26,2012-12-18
313,2010-11-23,2013-05-25
701,2013-03-05,2014-07-25
391,2011-10-01,2014-02-11
759,2011-11-02,2013-03-13
286,2012-12-10,2013-08-23
